link_id,src_node_id,dst_node_id,link_type,供用開始時間,供用終了時間,供用開始日,供用終了日,供用制限曜日,方向性,通行制限,width,有効幅員緯度,有効幅員経度,hill,縦断勾配1緯度,縦断勾配1経度,縦断勾配2,横断勾配,横断勾配緯度,横断勾配経度,路面状況,gap,gap_latitude,gap_longitude,steps,最大階段段数,手すり,屋根の有無,蓋のない溝、水路の有無,bus_stop,bus_stop_latitude,bus_stop_longitude,blind_guide,補助施設の設置状況,補助施設の緯度,補助施設の経度,エレベーター種別,エレベーターの緯度,エレベーターの経度,signals,信号の緯度,信号の経度,信号種別,日交通量,主な利用者,street_name,エスコートゾーン,length
00001B000000000309CED42662A8FFC1,00001B000000000309CED32662AAFFC1,00001B000000000309CED4A662A6FFC2,1,,,,,,0,0,2,35.42.34.412,139.45.24.983,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,菊坂通り,0,21.6
00001B000000000309CED32662AB7FC2,00001B000000000309CED32662AB7FC1,00001B000000000309CED32662AAFFC1,1,,,,,,0,0,2,35.42.34.253,139.45.25.412,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,菊坂通り,0,2.1
00001B000000000309CED22662ACFFC1,00001B000000000309CED12662AE7FC1,00001B000000000309CED32662AB7FC1,1,,,,,,0,0,1,35.42.34.063,139.45.25.770,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,菊坂通り,0,19.4
00001B000000000309CECFA662B0FFC1,00001B000000000309CECE2662B37FC1,00001B000000000309CED12662AE7FC1,1,,,,,,0,0,1,35.42.33.559,139.45.26.582,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,菊坂通り,0,32
00001B000000000309CECD2662B5FFC1,00001B000000000309CECC2662B7FFC1,00001B000000000309CECE2662B37FC1,1,,,,,,0,0,1,35.42.33.030,139.45.27.503,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,菊坂通り,0,24.8
00001B000000000309CECC2662B7FFC2,00001B000000000309CECBA662B87FC1,00001B000000000309CECC2662B7FFC1,1,,,,,,0,0,2,35.42.32.813,139.45.27.967,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,菊坂通り,0,2.1
00001B000000000309CECBA662B97FC1,00001B000000000309CECB2662BA7FC1,00001B000000000309CECBA662B87FC1,1,,,,,,0,0,1,35.42.32.701,139.45.28.203,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,菊坂通り,0,11.7
00001B000000000309CECAA662BA7FC1,00001B000000000309CECAA662BAFFC1,00001B000000000309CECB2662BA7FC1,4,,,,,,0,0,2,35.42.32.571,139.45.28.469,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,菊坂通り,0,3.9
00001B000000000309CECAA662BB7FC1,00001B000000000309CECA2662BB7FC1,00001B000000000309CECAA662BAFFC1,4,,,,,,0,0,2,35.42.32.500,139.45.28.605,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,菊坂通り,0,4.2
00001B000000000309CEC8A662BF7FC1,00001B000000000309CEC6A662C2FFC1,00001B000000000309CECA2662BB7FC1,1,,,,,,0,0,0,35.42.32.114,139.45.29.420,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,菊坂通り,0,43.2
00001B000000000309CEC6A662C37FC2,00001B000000000309CEC62662C3FFC1,00001B000000000309CEC6A662C37FC1,4,,,,,,0,0,2,35.42.31.703,139.45.30.298,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,菊坂通り,0,2.6
00001B000000000309CEC6A662C37FC3,00001B000000000309CEC6A662C37FC1,00001B000000000309CEC6A662C2FFC1,4,,,,,,0,0,2,35.42.31.744,139.45.30.209,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,菊坂通り,0,2.6
00001B000000000309CEC42662CA7FC1,00001B000000000309CEC22662D0FFC1,00001B000000000309CEC62662C3FFC1,1,,,,,,0,0,1,35.42.31.266,139.45.31.665,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,菊坂通り,0,71.3
00001B000000000309CEC0A662D57FC1,00001B000000000309CEBF2662D97FC1,00001B000000000309CEC22662D0FFC1,1,,,,,,0,0,2,35.42.30.544,139.45.33.809,3.5,35.42.30.285,139.45.34.491,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,菊坂通り,0,45.4
00001B000000000309CEBEA662D9FFC1,00001B000000000309CEBEA662DA7FC1,00001B000000000309CEBF2662D9FFC1,4,,,,,,0,0,2,35.42.30.188,139.45.34.769,3.5,35.42.30.202,139.45.34.732,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,菊坂通り,0,2.2
00001B000000000309CEBF2662D97FC2,00001B000000000309CEBF2662D9FFC1,00001B000000000309CEBF2662D97FC1,4,,,,,,0,0,2,35.42.30.220,139.45.34.679,3.5,35.42.30.206,139.45.34.721,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,菊坂通り,0,2.7
00001B000000000309CEBDA662DCFFC1,00001B000000000309CEBCA662DFFFC1,00001B000000000309CEBEA662DA7FC1,1,,,,,,0,0,1,35.42.29.957,139.45.35.385,5.2,35.42.29.758,139.45.35.916,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,菊坂通り,0,31.9
00001B000000000309CEBBA662E3FFC1,00001B000000000309CEBAA662E77FC1,00001B000000000309CEBCA662DFFFC1,1,,,,,,0,0,0,35.42.29.552,139.45.36.703,7,35.42.29.738,139.45.35.969,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,菊坂通り,0,39
00001B000000000309CEEFA6629FFFC1,00001B000000000309CEEF26629FFFC1,00001B000000000309CEF0A6629FFFC1,4,,,,,,0,0,3,35.42.39.994,139.45.23.148,5.2,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,8.8
00001B000000000309CEE7A6629F7FC1,00001B000000000309CEDFA6629F7FC1,00001B000000000309CEEF26629FFFC1,4,,,,,,0,0,3,35.42.38.324,139.45.23.076,17.6,35.42.38.052,139.45.23.070,2,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,94.3
00001B000000000309CEDC26629F7FC1,00001B000000000309CED8A6629FFFC2,00001B000000000309CEDFA6629F7FC1,4,,,,,,0,0,2,35.42.36.072,139.45.23.072,17.6,35.42.35.675,139.45.23.121,2,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,44.7
00001B000000000309CEF126628F7FC1,00001B000000000309CEEEA6628A7FC1,00001B000000000309CEF3A66293FFC1,4,,,,,,0,0,3,35.42.40.233,139.45.19.823,15.8,35.42.40.645,139.45.20.552,2,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,56.8
00001B000000000309CEF4266299FFC1,00001B000000000309CEF3A66293FFC1,00001B000000000309CEF4A6629FFFC1,4,,,,,,0,0,3,35.42.40.824,139.45.21.955,23.1,35.42.40.787,139.45.21.276,2,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,60.2
00001B000000000309CEF52662A9FFC1,00001B000000000309CEF4A662A1FFC1,00001B000000000309CEF5A662B1FFC1,4,,,,,,0,0,3,35.42.41.035,139.45.25.127,3.5,35.42.40.959,139.45.24.208,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,80.4
00001B000000000309CEF5A662B27FC1,00001B000000000309CEF5A662B1FFC1,00001B000000000309CEF5A662B2FFC1,4,,,,,,0,0,3,35.42.41.175,139.45.26.858,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,7.1
00001B000000000309CEF62662B97FC1,00001B000000000309CEF5A662B2FFC1,00001B000000000309CEF6A662BFFFC1,4,,,,,,0,0,3,35.42.41.286,139.45.28.263,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,63.9
00001B000000000309CEF6A662C0FFC1,00001B000000000309CEF6A662BFFFC1,00001B000000000309CEF72662C1FFC1,4,,,,,,0,0,3,35.42.41.393,139.45.29.720,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,9.7
00001B000000000309CEF72662C37FC1,00001B000000000309CEF72662C1FFC1,00001B000000000309CEF72662C4FFC1,4,,,,,,0,0,3,35.42.41.411,139.45.30.245,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,16.8
00001B000000000309CEF82662C57FC1,00001B000000000309CEF72662C4FFC1,00001B000000000309CEF92662C57FC1,4,,,,,,0,0,3,35.42.41.633,139.45.30.620,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,13.4
00001B000000000309CEFA2662CF7FC1,00001B000000000309CEF92662C57FC1,00001B000000000309CEFB2662D97FC1,4,,,,,,0,0,3,35.42.42.035,139.45.32.674,3.5,35.42.42.078,139.45.33.203,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,101.9
00001B000000000309CEFE2662927FC1,00001B000000000309CEFE266290FFC1,00001B000000000309CEFE2662947FC1,4,,,,,,0,0,3,35.42.42.817,139.45.20.488,17.6,35.42.42.830,139.45.20.504,2,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,18
00001B000000000309CEFDA662997FC1,00001B000000000309CEFE2662947FC1,00001B000000000309CEFDA6629E7FC1,4,,,,,,0,0,3,35.42.42.758,139.45.21.830,21.2,35.42.42.753,139.45.21.991,2,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,49.5
00001B000000000309CEFFA662A27FC1,00001B000000000309CEFE26629FFFC1,00001B000000000309CF012662A4FFC1,4,,,,,,0,0,3,35.42.43.158,139.45.23.642,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,29.9
00001B000000000309CF01A662A57FC1,00001B000000000309CF012662A4FFC1,00001B000000000309CF01A662A67FC1,4,,,,,,0,0,3,35.42.43.511,139.45.24.291,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,9.3
00001B000000000309CF032662A97FC1,00001B000000000309CF01A662A67FC1,00001B000000000309CF04A662AC7FC1,4,,,,,,0,0,3,35.42.43.893,139.45.25.030,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,34.7
00001B000000000309CF07A662B17FC1,00001B000000000309CF04A662AC7FC1,00001B000000000309CF0A2662B6FFC1,4,,,,,,0,0,3,35.42.44.735,139.45.26.693,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,63.8
00001B000000000309CF0C2662BA7FC1,00001B000000000309CF0A2662B6FFC1,00001B000000000309CF0DA662BD7FC1,4,,,,,,0,0,3,35.42.45.607,139.45.28.425,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,38.5
00001B000000000309CF0EA662BF7FC1,00001B000000000309CF0DA662BD7FC1,00001B000000000309CF0F2662C17FC1,4,,,,,,0,0,3,35.42.46.116,139.45.29.486,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,1,合格横丁,0,23.4
00001B000000000309CF0FA662C37FC1,00001B000000000309CF0F2662C17FC1,00001B000000000309CF102662C4FFC1,4,,,,,,0,0,3,35.42.46.366,139.45.30.210,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,1,合格横丁,0,16.4
00001B000000000309CF10A662C87FC1,00001B000000000309CF102662C4FFC1,00001B000000000309CF11A662CBFFC1,4,,,,,,0,0,3,35.42.46.573,139.45.31.229,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,1,合格横丁,0,36.4
00001B000000000309CF122662CF7FC1,00001B000000000309CF11A662CBFFC1,00001B000000000309CF132662D37FC1,4,,,,,,0,0,3,35.42.46.858,139.45.32.680,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,1,合格横丁,0,38.6
00001B000000000309CEFE26629EFFC1,00001B000000000309CEFDA6629E7FC1,00001B000000000309CEFE26629FFFC1,4,,,,,,0,0,3,35.42.42.802,139.45.22.980,12.3,35.42.42.715,139.45.22.812,1,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,1,,0,10
00001B000000000309CEFEA6629F7FC1,00001B000000000309CEFE26629FFFC1,00001B000000000309CEFF26629F7FC1,2,,,,,,0,0,3,35.42.42.949,139.45.23.099,0,,,0,0,,,0,1,35.42.42.976,139.45.23.079,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,1,,0,4.3
00001B000000000309CF102662BF7FC1,00001B000000000309CF112662BD7FC1,00001B000000000309CF0F2662C17FC1,4,,,,,,0,0,3,35.42.46.495,139.45.29.475,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,1,,0,24.3
00001B000000000309CF0E2662BD7FC1,00001B000000000309CF0DA662BD7FC1,00001B000000000309CF0EA662BD7FC1,4,,,,,,0,0,3,35.42.46.057,139.45.29.074,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,7.6
00001B000000000309CF102662BD7FC1,00001B000000000309CF0EA662BD7FC1,00001B000000000309CF112662BD7FC1,4,,,,,,0,0,3,35.42.46.436,139.45.29.063,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,15.8
00001B000000000309CF122662BB7FC1,00001B000000000309CF132662B97FC1,00001B000000000309CF112662BD7FC1,4,,,,,,0,0,3,35.42.46.884,139.45.28.652,3.5,35.42.47.014,139.45.28.396,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,23.5
00001B000000000309CF14A662B5FFC1,00001B000000000309CF162662B27FC1,00001B000000000309CF132662B97FC1,4,,,,,,0,0,3,35.42.47.371,139.45.27.545,10.5,35.42.47.647,139.45.26.895,1,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,1,,0,39.7
00001B000000000309CF17A662AF7FC1,00001B000000000309CF192662ABFFC1,00001B000000000309CF162662B27FC1,4,,,,,,0,0,3,35.42.47.950,139.45.26.212,10.5,35.42.47.973,139.45.26.182,1,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,1,,0,36.2
00001B000000000309CEFDA662A57FC1,00001B000000000309CF012662A4FFC1,00001B000000000309CEFAA662A5FFC1,4,,,,,,0,0,3,35.42.42.783,139.45.24.257,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,40.1
00001B000000000309CEFB2662ABFFC1,00001B000000000309CEFAA662A5FFC1,00001B000000000309CEFBA662B1FFC1,4,,,,,,0,0,3,35.42.42.248,139.45.25.541,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,58.8
00001B000000000309CEFBA662B1FFC2,00001B000000000309CEFBA662B1FFC1,00001B000000000309CEFBA662B27FC1,4,,,,,,0,0,3,35.42.42.365,139.45.26.770,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,3.4
00001B000000000309CEFCA662B87FC1,00001B000000000309CEFBA662B27FC1,00001B000000000309CEFD2662BDFFC1,4,,,,,,0,0,3,35.42.42.507,139.45.28.001,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,59.1
00001B000000000309CEFD2662BE7FC1,00001B000000000309CEFD2662BDFFC1,00001B000000000309CEFD2662BF7FC1,4,,,,,,0,0,3,35.42.42.658,139.45.29.296,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,6.7
00001B000000000309CEFDA662C17FC1,00001B000000000309CEFD2662BF7FC1,00001B000000000309CEFDA662C3FFC1,4,,,,,,0,0,3,35.42.42.730,139.45.29.889,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,1,,0,23.4
00001B000000000309CEFE2662C67FC1,00001B000000000309CEFDA662C3FFC1,00001B000000000309CEFEA662C8FFC1,4,,,,,,0,0,3,35.42.42.858,139.45.30.866,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,1,,0,26.4
00001B000000000309CEFF2662D0FFC1,00001B000000000309CEFEA662C8FFC1,00001B000000000309CEFFA662D87FC1,4,,,,,,0,0,3,35.42.43.057,139.45.32.907,3.5,35.42.43.163,139.45.34.064,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,1,,0,77
00001B000000000309CEFFA662BDFFC1,00001B000000000309CEFD2662BDFFC1,00001B000000000309CF022662BDFFC1,4,,,,,,0,0,3,35.42.43.165,139.45.29.133,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,32.2
00001B000000000309CF052662BD7FC1,00001B000000000309CF022662BDFFC1,00001B000000000309CF082662BD7FC1,4,,,,,,0,0,3,35.42.44.280,139.45.29.082,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,36.6
00001B000000000309CF0B2662BD7FC1,00001B000000000309CF082662BD7FC1,00001B000000000309CF0DA662BD7FC1,4,,,,,,0,0,3,35.42.45.403,139.45.29.069,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,32.7
00001B000000000309CF152662BD7FC1,00001B000000000309CF192662BD7FC1,00001B000000000309CF112662BD7FC1,4,,,,,,0,0,3,35.42.47.447,139.45.29.029,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,46.6
00001B000000000309CF1DA662BCFFC1,00001B000000000309CF222662BCFFC1,00001B000000000309CF192662BD7FC1,4,,,,,,0,0,3,35.42.49.111,139.45.28.969,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,56
00001B000000000309CF26A662B87FC1,00001B000000000309CF2B2662B47FC1,00001B000000000309CF222662BCFFC1,4,,,,,,0,0,3,35.42.50.919,139.45.28.075,7,35.42.51.120,139.45.27.884,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,70.3
00001B000000000309CF2C2662B2FFC1,00001B000000000309CF2DA662B1FFC1,00001B000000000309CF2B2662B47FC1,4,,,,,,0,0,3,35.42.52.066,139.45.26.998,3.5,35.42.52.014,139.45.27.038,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,18.8
00001B000000000309CEB3A662E27FC1,00001B000000000309CEB42662DBFFC1,00001B000000000309CEB32662E87FC1,4,,,,,,0,0,3,35.42.27.959,139.45.36.421,5.2,35.42.28.009,139.45.35.725,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,63.1
00001B000000000309CEB42662D97FC1,00001B000000000309CEB42662D6FFC1,00001B000000000309CEB42662DBFFC1,4,,,,,,0,0,3,35.42.28.057,139.45.34.661,7,35.42.28.065,139.45.34.291,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,,0,25.7
00001B000000000309CEB0A662EFFFC1,00001B000000000309CEB0A662ECFFC1,00001B000000000309CEB12662F37FC1,1,,,,,,0,0,3,35.42.27.394,139.45.39.185,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,3,35.42.27.382,139.45.38.558,1,,0,春日通り,0,31.5
00001B000000000309CEB12662F37FC2,00001B000000000309CEB12662F37FC1,00001B000000000309CEB12662F3FFC1,5,,,,,,0,0,3,35.42.27.413,139.45.39.893,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,春日通り,0,4.1
00001B000000000309CEB12663037FC1,00001B000000000309CEB12662F4FFC1,00001B000000000309CEB0A663127FC1,1,,,,,,0,0,3,35.42.27.403,139.45.43.074,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,春日通り,0,147.9
00001B000000000309CEB0A66313FFC1,00001B000000000309CEB0A663127FC1,00001B000000000309CEB0A66314FFC1,1,,,,,,0,0,3,35.42.27.377,139.45.46.304,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,春日通り,0,14.5
00001B000000000309CEB0A663167FC1,00001B000000000309CEB0A66314FFC1,00001B000000000309CEB0A66317FFC1,1,,,,,,0,0,3,35.42.27.374,139.45.46.872,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,春日通り,0,14.1
00001B000000000309CEB0A6631CFFC1,00001B000000000309CEB0A66317FFC1,00001B000000000309CEB0A663217FC1,1,,,,,,0,0,2,35.42.27.357,139.45.48.103,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,春日通り,0,47.8
00001B000000000309CEB1266321FFC1,00001B000000000309CEB0A663217FC1,00001B000000000309CEB12663227FC1,1,,,,,,0,0,3,35.42.27.407,139.45.49.143,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,0,,,0,,0,春日通り,0,6.1
00001B000000000309CEB12663237FC1,00001B000000000309CEB12663227FC1,00001B000000000309CEB1266324FFC1,5,,,,,,0,0,3,35.42.27.475,139.45.49.499,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,3,35.42.27.585,139.45.49.269,0,,0,春日通り,0,13.3
00001B000000000309CEBAA66324FFC1,00001B000000000309CEB1266324FFC1,00001B000000000309CEC42663247FC1,1,,,,,,0,0,3,35.42.29.380,139.45.49.707,0,,,0,0,,,0,0,,,0,0,0,0,0,1,35.42.29.925,139.45.49.721,0,0,,,0,,,0,,,0,,0,,0,117.4
00001B000000000309CEC52663247FC1,00001B000000000309CEC42663247FC1,00001B000000000309CEC62663247FC1,5,,,,,,0,0,3,35.42.31.475,139.45.49.648,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,3,35.42.31.777,139.45.49.679,0,,0,,0,11.7
00001B000000000309CEC62663227FC1,00001B000000000309CEC6266321FFC1,00001B000000000309CEC6266322FFC1,5,,,,,,0,0,3,35.42.31.665,139.45.49.264,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,3,35.42.31.775,139.45.49.162,0,,0,,0,6.6
00001B000000000309CEBFA66321FFC1,00001B000000000309CEB9A66321FFC2,00001B000000000309CEC6266321FFC1,1,,,,,,0,0,3,35.42.30.399,139.45.49.163,0,,,0,0,,,0,0,,,0,0,0,0,0,1,35.42.29.196,139.45.49.229,0,0,,,0,,,0,,,0,,0,,0,78
00001B000000000309CEB2A662E7FFC1,00001B000000000309CEB22662E77FC1,00001B000000000309CEB32662E87FC1,1,,,,,,0,0,3,35.42.27.784,139.45.37.574,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,1,0,,,0,,,0,,,0,,0,,0,7.7
00001B000000000309CEB1A662E6FFC1,00001B000000000309CEB0A662E5FFC1,00001B000000000309CEB22662E77FC1,1,,,,,,0,0,3,35.42.27.501,139.45.37.304,5.2,35.42.27.456,139.45.37.254,0,0,,,0,0,,,0,0,0,0,0,0,,,1,0,,,0,,,0,,,0,,0,,0,14.5
00001B000000000309CEB0A662E6FFC1,00001B000000000309CEB0A662E87FC1,00001B000000000309CEB0A662E5FFC1,1,,,,,,0,0,3,35.42.27.334,139.45.37.386,5.2,35.42.27.343,139.45.37.527,0,0,,,0,0,,,0,0,0,0,0,0,,,1,0,,,0,,,3,35.42.27.357,139.45.37.648,1,,0,春日通り,0,12.9
00001B000000000309CEB02662DFFFC1,00001B000000000309CEB0A662E5FFC1,00001B000000000309CEAFA662D9FFC1,1,,,,,,0,0,3,35.42.27.244,139.45.35.919,0,,,0,0,,,0,0,,,0,0,0,0,0,1,35.42.27.282,139.45.34.771,1,0,,,0,,,0,,,0,,0,春日通り,0,61.1
00001B000000000309CEADA662EDFFC2,00001B000000000309CEADA662EDFFC1,00001B000000000309CEAE2662EDFFC1,1,,,,,,0,0,3,35.42.26.793,139.45.38.735,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,1,0,,,0,,,3,35.42.26.744,139.45.38.713,1,,0,本郷通り,0,3.7
00001B000000000309CEAD2662EB7FC1,00001B000000000309CEAD2662E8FFC1,00001B000000000309CEADA662EDFFC1,5,,,,,,0,0,3,35.42.26.674,139.45.38.227,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,3,35.42.26.611,139.45.37.745,0,,0,春日通り,0,24.7
00001B000000000309CEAEA662E87FC1,00001B000000000309CEAD2662E8FFC1,00001B000000000309CEB0A662E87FC1,5,,,,,,0,0,3,35.42.26.983,139.45.37.692,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,3,35.42.26.611,139.45.37.745,1,,0,本郷通り,0,23
00001B000000000309CEAA2662E97FC1,00001B000000000309CEA72662E9FFC1,00001B000000000309CEAD2662E8FFC1,1,,,,,,0,0,3,35.42.26.037,139.45.37.831,5.2,35.42.26.591,139.45.37.746,0,0,,,0,0,,,0,0,0,0,0,0,,,1,0,,,0,,,3,35.42.26.611,139.45.37.745,1,,0,本郷通り,0,35.7
00001B000000000309CEABA662DEFFC1,00001B000000000309CEABA662DAFFC1,00001B000000000309CEAC2662E27FC1,1,,,,,,0,0,3,35.42.26.393,139.45.35.714,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,1,0,,,0,,,0,,,0,,0,春日通り,0,37.7
00001B000000000309CEAFA662ED7FC1,00001B000000000309CEAE2662EDFFC1,00001B000000000309CEB12662EC7FC1,5,,,,,,0,0,3,35.42.27.114,139.45.38.658,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,3,35.42.26.854,139.45.38.757,1,,0,本郷通り,0,17
00001B000000000309CEB0A662ECFFC2,00001B000000000309CEB0A662ECFFC1,00001B000000000309CEB12662EC7FC1,1,,,,,,0,0,3,35.42.27.397,139.45.38.523,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,,,3,35.42.27.419,139.45.38.489,1,,0,本郷通り,0,2.1
00001B000000000309CEAA2662EE7FC1,00001B000000000309CEAC2662EDFFC1,00001B000000000309CEA7A662EE7FC1,1,,,,,,0,0,3,35.42.26.012,139.45.38.801,0,,,0,0,,,0,0,,,0,0,0,0,0,0,,,1,0,,,0,,,0,,,0,,0,本郷通り,0,28.8
